City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Device Protection,Tech Support,Streaming TV,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label
Sacramento,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,94.45,No
Sacramento,Female,No,Yes,Yes,69,Yes,No,DSL,No,Yes,Yes,No,One year,No,Bank transfer (automatic),59.1,4134.7,No
Sacramento,Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,91.15,4862.5,No
Antelope,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,No
Sacramento,Female,No,No,Yes,2,Yes,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,51.55,106.2,No
Marysville,Male,No,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.4,1413.0,No
Beale Afb,Female,No,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No
Alleghany,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,No
Arbuckle,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,No
Bangor,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,78.75,426.35,No
Berry Creek,Female,Yes,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,Yes,One year,No,Electronic check,69.2,4982.5,No
Biggs,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,19.55,No
Brownsville,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Electronic check,103.65,7634.8,No
Butte City,Female,No,Yes,No,4,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,54.7,235.05,No
Camptonville,Male,No,No,No,59,Yes,Yes,DSL,No,Yes,No,No,Two year,No,Credit card (automatic),54.15,3116.15,No
Challenge,Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.85,2633.4,No
Chico,Male,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,49.65,No
Clipper Mills,Male,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.25,4920.8,No
Colusa,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,No
Dobbins,Female,No,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,Yes,One year,Yes,Electronic check,94.75,5276.1,No
Downieville,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8289.2,No
Dunnigan,Female,Yes,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,No
Durham,Female,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,No
Forbestown,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.85,5824.75,No
Forest Ranch,Female,No,No,No,28,Yes,No,DSL,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,No
Glenn,Male,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No
Goodyears Bar,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,No
Grass Valley,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1331.05,No
Penn Valley,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,1195.95,No
Greenville,Female,No,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,No
Gridley,Female,No,No,No,54,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,No
Grass Valley,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,No
Magalia,Female,No,No,Yes,46,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,No
Meridian,Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),75.0,4213.9,No
Nevada City,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No
North San Juan,Male,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,One year,No,Credit card (automatic),80.3,5017.7,No
Oregon House,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,No
Orland,Male,No,Yes,No,56,No,No phone service,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,No
Oroville,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,No
Palermo,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,No
Paradise,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,83.05,1799.3,No
Chico,Female,No,No,No,39,No,No phone service,DSL,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,No
Richvale,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,No
Rough And Ready,Male,No,Yes,No,54,Yes,No,DSL,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,No
Smartville,Female,No,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,One year,Yes,Mailed check,40.2,711.95,No
Stirling City,Male,No,Yes,No,32,Yes,No,DSL,Yes,No,Yes,No,One year,No,Mailed check,70.5,2201.75,No
Stonyford,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,806.95,No
Strawberry Valley,Male,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1620.45,No
Sutter,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,No
Taylorsville,Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,No
Washington,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,No
Willows,Female,Yes,No,No,43,No,No phone service,DSL,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,No
Yuba City,Female,No,No,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,No
Redding,Male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1376.5,No
Redding,Female,No,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.3,755.4,No
Redding,Male,No,Yes,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),39.4,825.4,No
Adin,Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,No
Bieber,Male,No,No,No,41,No,No phone service,DSL,No,Yes,No,Yes,One year,Yes,Electronic check,51.35,2075.1,No
Big Bar,Female,No,No,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,No
Burney,Male,Yes,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1356.3,No
Callahan,Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.45,5042.75,No
Canby,Male,No,Yes,Yes,18,No,No phone service,DSL,No,Yes,No,Yes,One year,No,Credit card (automatic),46.4,812.4,No
Cassel,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,No
Shasta Lake,Female,No,No,No,20,No,No phone service,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,No
Chester,Male,No,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,No,One year,No,Mailed check,59.6,3509.4,No
Corning,Male,Yes,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),108.5,6991.9,No
Cottonwood,Male,No,Yes,Yes,13,No,No phone service,DSL,Yes,No,Yes,No,Two year,No,Mailed check,40.55,590.35,No
Dorris,Female,Yes,Yes,No,48,Yes,No,DSL,No,No,No,No,One year,Yes,Bank transfer (automatic),58.95,2789.7,No
Dunsmuir,Male,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1123.15,No
Etna,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,No
Fall River Mills,Female,No,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,No
Flournoy,Female,No,No,No,16,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,No
Forks Of Salmon,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,100.85,3527.3,No
French Gulch,Male,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,No
Gazelle,Male,No,No,Yes,48,Yes,Yes,DSL,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No
Gerber,Male,No,Yes,Yes,58,Yes,No,DSL,No,No,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No
Greenview,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,No
Grenada,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,144.95,No
Hornbrook,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.65,2308.6,No
Hyampom,Male,No,Yes,No,31,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,No
Igo,Female,Yes,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,One year,Yes,Credit card (automatic),69.1,3255.35,No
Junction City,Male,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1067.65,No
Klamath River,Male,No,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,No
Lakehead,Female,No,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,No
Lookout,Female,No,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,No
Los Molinos,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,No
Mcarthur,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,173.15,No
Mccloud,Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,781.25,No
Macdoel,Male,No,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Electronic check,106.05,4510.8,No
Manton,Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,No
Mill Creek,Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,4779.45,No
Millville,Male,No,Yes,No,4,Yes,Yes,DSL,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.6,250.1,No
Mineral,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,1745.2,No
Montgomery Creek,Male,Yes,Yes,No,57,Yes,Yes,DSL,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.1,4140.1,No
Mount Shasta,Female,Yes,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.15,3670.5,No
Nubieber,Male,No,No,No,24,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,No
Oak Run,Male,No,Yes,Yes,15,No,No phone service,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,No
Platina,Female,No,No,No,24,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,No
Round Mountain,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No
Scott Bar,Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,1158.85,No
Seiad Valley,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),95.9,6954.15,No
Shasta,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,No
Tehama,Male,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No
Vina,Male,Yes,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),84.8,6141.65,No
Weed,Male,No,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),76.1,1054.8,No
Whitmore,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Mailed check,74.55,5430.65,No
Yreka,Female,No,Yes,Yes,22,No,No phone service,DSL,No,No,No,Yes,Month-to-month,No,Electronic check,39.2,849.9,No
Alturas,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,No
Blairsden Graeagle,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,299.4,No
Cedarville,Male,No,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1086.75,No
Chilcoot,Male,No,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),39.15,2692.75,No
Clio,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,No
Coleville,Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,No
Davis Creek,Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,No
Doyle,Female,No,No,No,52,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,No
Fort Bidwell,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,No
Herlong,Male,No,Yes,No,62,Yes,No,DSL,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.15,3753.2,No
Janesville,Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,637.55,No
Likely,Male,Yes,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.0,5329.55,No
Litchfield,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,No
Loyalton,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,No
Madeline,Male,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,No
Markleeville,Female,No,No,Yes,4,No,No phone service,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,No
Milford,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Electronic check,110.75,7751.7,No
Portola,Male,Yes,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.7,1174.35,No
Ravendale,Female,Yes,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.05,4385.05,No
Calpine,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,76.35,2606.35,No
Sierraville,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,No
Standish,Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No
Topaz,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,No
Tulelake,Male,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,No
Wendel,Male,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,400.0,No
Homewood,Female,No,No,No,4,Yes,No,DSL,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.5,227.35,No
Tahoe City,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.3,2357.75,No
Olympic Valley,Male,No,No,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.2,198.5,No
Tahoe Vista,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,554.25,No
Los Angeles,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,No
Los Angeles,Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.75,5597.65,No
Los Angeles,Male,No,Yes,No,18,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,No
Los Angeles,Female,No,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Mailed check,74.55,1215.8,No
Los Angeles,Male,No,Yes,No,47,Yes,No,DSL,No,Yes,No,Yes,Two year,No,Electronic check,73.6,3522.65,No
Los Angeles,Male,No,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No
Los Angeles,Female,Yes,Yes,Yes,68,No,No phone service,DSL,No,Yes,No,Yes,Two year,Yes,Electronic check,53.0,3656.25,No
Los Angeles,Female,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.85,52.0,No
Los Angeles,Male,No,No,No,7,No,No phone service,DSL,No,No,No,No,One year,Yes,Credit card (automatic),24.35,150.85,No
Los Angeles,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,No
Los Angeles,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,No
Los Angeles,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Credit card (automatic),93.8,1261.0,No
Los Angeles,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2,No
Los Angeles,Male,No,Yes,Yes,66,No,No phone service,DSL,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,No
Los Angeles,Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,No
Los Angeles,Female,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.45,1385.85,No
Los Angeles,Female,Yes,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,No
Los Angeles,Female,No,No,No,42,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No
Los Angeles,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.3,6042.7,No
Los Angeles,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No
Los Angeles,Male,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,No
Los Angeles,Female,No,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.2,459.6,No
Los Angeles,Female,No,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,29.8,201.95,No
Los Angeles,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,45.5,285.2,No
Los Angeles,Male,No,Yes,No,51,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.05,1529.45,No
Los Angeles,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,No
Los Angeles,Female,No,No,No,47,Yes,Yes,DSL,Yes,No,Yes,No,Two year,No,Mailed check,74.05,3496.3,No
Los Angeles,Male,Yes,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,No
Los Angeles,Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,No
Los Angeles,Male,No,No,No,6,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,No
Los Angeles,Female,No,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),43.95,2960.1,No
Los Angeles,Female,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,No
Los Angeles,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,541.5,No
Los Angeles,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,116.85,No
Los Angeles,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,No
Los Angeles,Female,No,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,No
Los Angeles,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.5,4156.8,No
Los Angeles,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,No
Los Angeles,Male,Yes,No,No,23,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,No
Los Angeles,Male,Yes,Yes,No,71,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,No
West Hollywood,Female,No,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.0,2157.5,No
Los Angeles,Female,No,Yes,No,41,No,No phone service,DSL,No,No,Yes,No,One year,No,Mailed check,35.45,1391.65,No
Bell,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,No
Beverly Hills,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No
Beverly Hills,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,No
Beverly Hills,Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,No
Compton,Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,No
Compton,Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,No
Culver City,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,No
Culver City,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,No
Downey,Female,No,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,No
Downey,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,No
Gardena,Male,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,No
Gardena,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,89.15,1057.55,No
Gardena,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No
Hawthorne,Female,Yes,Yes,Yes,48,No,No phone service,DSL,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,No
Hermosa Beach,Male,No,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,78.8,1641.3,No
Lynwood,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,No
